State,Year,ClassNumber,Number of oil wells,Oil wells: oil rate per Well (barrels per day),Number of natural gas wells,Natural gas wells: natural gas rate per well
AL,2021,11,17,25.684,6,151.998
AL,2021,12,18,30.989,5,214.873
AL,2021,13,9,37.48,8,235.831
AL,2021,14,32,59.177,10,396.796
AL,2021,14.5,371,14.546,5330,22.885
AL,2021,15,18,113.336,9,709.136
AL,2021,16,7,216.701,13,1475.622
AL,2021,17,2,377.225,12,3176.951
AL,2021,18,0,0,11,6485.74
AL,2021,19,0,0,2,12343.344
AL,2021,20,0,0,0,0
AL,2021,21,0,0,0,0
AL,2021,22,0,0,0,0
AL,2021,23,398,24.619,5377,52.183
AL,2020,1,51,0.456,662,2.724
AL,2020,2,27,1.341,909,9.139
AL,2020,3,50,3.087,1788,17.587
AL,2020,4,44,4.657,1092,29.429
AL,2020,5,29,7.086,542,41.405
AL,2020,6,30,8.986,224,53.564
AL,2020,6.5,231,3.95,5217,20.889
AL,2020,7,20,10.756,116,65.273
AL,2020,8,25,12.647,61,79.301
AL,2020,8.5,276,5.328,5394,22.52
AL,2020,9,23,16.387,29,102.311
AL,2020,10,21,20.386,7,132.472
AL,2020,11,14,24.439,8,155.755
AL,2020,12,16,30.624,15,199.314
AL,2020,13,12,36.711,4,267.112
AL,2020,14,28,60.294,14,364.083
AL,2020,14.5,390,13.864,5471,24.807
AL,2020,15,21,108.06,14,663.228
AL,2020,16,9,202.084,16,1401.56
AL,2020,17,1,323.238,11,3341.535
AL,2020,18,0,0,11,6780.919
AL,2020,19,0,0,2,13449.973
AL,2020,20,0,0,0,0
AL,2020,21,0,0,0,0
AL,2020,22,0,0,0,0
AL,2020,23,421,23.883,5525,55.359
AL,2019,1,56,0.356,662,2.702
AL,2019,2,22,1.372,884,9.372
AL,2019,3,53,2.894,1718,17.79
AL,2019,4,55,4.706,1192,29.502
AL,2019,5,33,6.673,597,41.374
AL,2019,6,37,8.771,270,53.279
AL,2019,6.5,256,4.028,5323,21.818
AL,2019,7,29,10.89,153,65.157
AL,2019,8,21,13.036,71,78.665
AL,2019,8.5,306,5.347,5547,23.766
AL,2019,9,28,16.861,49,100.276
AL,2019,10,19,19.677,10,132.596
AL,2019,11,19,24.455,5,163.011
AL,2019,12,20,29.479,11,215.352
AL,2019,13,17,36.398,6,254.544
AL,2019,14,32,56.741,12,355.063
AL,2019,14.5,441,13.667,5640,25.868
AL,2019,15,26,109.524,23,676.691
AL,2019,16,8,189.485,19,1463.742
AL,2019,17,2,322.641,9,3423.097
AL,2019,18,0,0,13,7105.873
AL,2019,19,0,0,2,15170.997
AL,2019,20,0,0,0,0
AL,2019,21,0,0,0,0
AL,2019,22,0,0,0,0
AL,2019,23,477,23.536,5706,59.213
AL,2018,1,53,0.3,655,2.607
AL,2018,2,23,1.598,825,9.25
AL,2018,3,51,2.995,1709,17.75
AL,2018,4,44,4.769,1184,29.613
AL,2018,5,41,6.864,688,41.164
AL,2018,6,46,8.922,349,53.094
AL,2018,6.5,258,4.362,5410,22.64
AL,2018,7,28,10.776,176,66.005
AL,2018,8,26,12.907,98,79.285
AL,2018,8.5,312,5.706,5684,24.967
AL,2018,9,36,16.457,48,100.537
AL,2018,10,16,20.794,19,129.089
AL,2018,11,15,24.934,6,163.769
AL,2018,12,28,30.767,6,206.927
AL,2018,13,13,41.17,4,258.008
AL,2018,14,39,57.635,7,412.193
AL,2018,14.5,459,14.831,5774,26.819
AL,2018,15,29,105.388,18,731.258
AL,2018,16,16,185.799,18,1309.232
AL,2018,17,1,673.836,12,3178.474
AL,2018,18,0,0,14,7063.763
AL,2018,19,0,0,2,16258.786
AL,2018,20,0,0,0,0
AL,2018,21,0,0,0,0
AL,2018,22,0,0,0,0
AL,2018,23,505,26.874,5838,61.314
AL,2017,1,64,0.313,540,2.574
AL,2017,2,36,1.529,734,9.322
AL,2017,3,46,3.019,1615,17.864
AL,2017,4,51,4.808,1265,29.717
AL,2017,5,40,6.884,795,41.39
AL,2017,6,31,8.853,406,53.386
AL,2017,6.5,268,3.809,5355,24.241
AL,2017,7,27,10.769,229,65.627
AL,2017,8,36,13.087,148,78.809
AL,2017,8.5,331,5.39,5732,27.321
AL,2017,9,44,16.521,59,100.335
AL,2017,10,18,21.026,15,130.216
AL,2017,11,17,26.205,8,164.767
AL,2017,12,28,32.536,5,201.76
AL,2017,13,17,41.235,9,269.649
AL,2017,14,39,62.028,10,358.418
AL,2017,14.5,494,15.282,5838,29.399
AL,2017,15,26,117.348,12,727.186
AL,2017,16,19,185.266,11,1549.043
AL,2017,17,7,284.8,13,2719.972
AL,2017,18,1,982.795,15,7219.266
AL,2017,19,0,0,3,14033.513
AL,2017,20,0,0,0,0
AL,2017,21,0,0,0,0
AL,2017,22,0,0,0,0
AL,2017,23,547,31.552,5892,64.452
AL,2016,1,66,0.357,509,2.508
AL,2016,2,31,1.453,633,9.283
AL,2016,3,60,3.028,1522,17.899
AL,2016,4,56,4.851,1283,29.499
AL,2016,5,43,6.914,833,41.412
AL,2016,6,28,8.887,505,53.252
AL,2016,6.5,284,3.765,5285,25.398
AL,2016,7,23,10.44,264,65.142
AL,2016,8,26,13.233,203,78.519
AL,2016,8.5,333,5.014,5752,29.122
AL,2016,9,42,16.906,94,100.575
AL,2016,10,32,20.925,23,130.562
AL,2016,11,24,26.015,10,151.448
AL,2016,12,24,33.046,9,183.16
AL,2016,13,16,42.608,5,274.393
AL,2016,14,40,61.602,16,356.908
AL,2016,14.5,511,15.216,5909,31.954
AL,2016,15,31,119.752,10,653.084
AL,2016,16,22,208.739,12,1440.314
AL,2016,17,7,371.692,13,2786.989
AL,2016,18,1,1319.667,14,7098.732
AL,2016,19,0,0,5,11873.171
AL,2016,20,0,0,1,20696.852
AL,2016,21,0,0,0,0
AL,2016,22,0,0,0,0
AL,2016,23,572,35.46,5964,71.411
AL,2015,1,45,0.376,417,2.358
AL,2015,2,29,1.423,568,9.327
AL,2015,3,65,2.996,1471,18.017
AL,2015,4,63,4.871,1279,29.637
AL,2015,5,53,6.995,890,41.573
AL,2015,6,46,8.704,591,53.39
AL,2015,6.5,301,4.534,5216,26.788
AL,2015,7,31,10.844,314,65.722
AL,2015,8,29,13.155,247,79.447
AL,2015,8.5,361,5.844,5777,31.172
AL,2015,9,33,16.736,127,101.545
AL,2015,10,22,20.899,27,129.88
AL,2015,11,35,25.372,13,159.872
AL,2015,12,38,30.912,14,195.08
AL,2015,13,19,38.029,4,242.151
AL,2015,14,55,58.915,17,351.652
AL,2015,14.5,563,16.591,5979,34.761
AL,2015,15,38,123.483,7,615.882
AL,2015,16,30,252.818,14,1189.294
AL,2015,17,4,392.852,17,2760.197
AL,2015,18,1,740.301,10,6717.628
AL,2015,19,0,0,6,12278.208
AL,2015,20,0,0,1,21264.704
AL,2015,21,0,0,0,0
AL,2015,22,0,0,0,0
AL,2015,23,636,38.483,6034,72.437
AL,2014,1,31,0.354,407,2.445
AL,2014,2,26,1.43,486,9.172
AL,2014,3,78,2.911,1407,17.977
AL,2014,4,58,4.803,1260,29.932
AL,2014,5,53,6.613,951,41.522
AL,2014,6,51,8.803,605,53.94
AL,2014,6.5,297,4.665,5116,27.645
AL,2014,7,32,10.885,360,65.542
AL,2014,8,33,12.973,303,79.964
AL,2014,8.5,362,6.006,5779,32.783
AL,2014,9,38,16.058,175,102.002
AL,2014,10,18,20.545,45,133.437
AL,2014,11,22,25.787,17,156.4
AL,2014,12,31,30.996,10,197.251
AL,2014,13,29,38.045,7,252.128
AL,2014,14,71,61.306,19,321.205
AL,2014,14.5,571,17.465,6052,37.14
AL,2014,15,36,126.653,10,636.156
AL,2014,16,34,249.377,13,1339.975
AL,2014,17,5,362.154,18,2904.304
AL,2014,18,2,805.25,8,7352.897
AL,2014,19,0,0,8,11891.39
AL,2014,20,0,0,1,23637.408
AL,2014,21,0,0,0,0
AL,2014,22,0,0,0,0
AL,2014,23,648,38.563,6110,78.216
AL,2013,1,38,0.449,410,2.365
AL,2013,2,28,1.412,446,9.337
AL,2013,3,63,2.898,1325,18.18
AL,2013,4,67,4.862,1168,30.155
AL,2013,5,54,6.741,1005,41.646
AL,2013,6,47,8.832,604,53.775
AL,2013,6.5,297,4.586,4958,28.246
AL,2013,7,31,10.595,402,65.694
AL,2013,8,39,13.16,367,80.2
AL,2013,8.5,367,6.036,5727,34.267
AL,2013,9,38,16.668,244,101.361
AL,2013,10,23,20.641,57,132.073
AL,2013,11,13,25.564,24,158.628
AL,2013,12,20,29.839,21,202.375
AL,2013,13,22,39.971,6,271.811
AL,2013,14,55,62.013,22,348.503
AL,2013,14.5,538,15.426,6101,40.004
AL,2013,15,38,115.253,15,614.891
AL,2013,16,34,258.727,14,1273.582
AL,2013,17,12,359.713,19,3004.257
AL,2013,18,0,0,11,6049.013
AL,2013,19,0,0,9,11842.382
AL,2013,20,0,0,1,25677.37
AL,2013,21,0,0,0,0
AL,2013,22,0,0,0,0
AL,2013,23,622,41.377,6170,84.913
AL,2012,1,32,0.408,434,2.156
AL,2012,2,34,1.406,404,9.354
AL,2012,3,60,2.969,1201,18.149
AL,2012,4,66,4.847,1111,29.889
AL,2012,5,46,6.783,985,41.646
AL,2012,6,44,8.731,669,53.519
AL,2012,6.5,282,4.525,4804,28.598
AL,2012,7,44,10.563,434,65.51
AL,2012,8,33,12.851,404,80.128
AL,2012,8.5,359,6.056,5642,35.173
AL,2012,9,48,15.741,296,102.271
AL,2012,10,15,22.046,98,130.721
AL,2012,11,11,26.155,32,162.645
AL,2012,12,23,32.903,20,210.558
AL,2012,13,12,39.598,6,251.231
AL,2012,14,44,62.478,27,374.494
AL,2012,14.5,512,14.382,6121,42.768
AL,2012,15,27,120.239,24,607.011
AL,2012,16,35,249.832,16,1216.385
AL,2012,17,14,390.307,17,3032.725
AL,2012,18,0,0,9,6082.304
AL,2012,19,0,0,9,11491.48
AL,2012,20,0,0,3,21664.246
AL,2012,21,0,0,0,0
AL,2012,22,0,0,0,0
AL,2012,23,588,39.039,6199,91.945
AL,2011,1,27,0.368,382,2.22
AL,2011,2,23,1.332,407,9.307
AL,2011,3,69,2.829,1124,18.04
AL,2011,4,70,4.823,1109,29.937
AL,2011,5,46,6.846,939,41.654
AL,2011,6,41,8.604,690,53.579
AL,2011,6.5,276,4.529,4651,29.008
AL,2011,7,39,10.653,479,65.763
AL,2011,8,29,12.985,421,80.372
AL,2011,8.5,344,5.954,5551,36.087
AL,2011,9,43,16.931,360,102.957
AL,2011,10,20,21.241,124,132.306
AL,2011,11,12,25.547,47,162.085
AL,2011,12,20,31.548,39,202.236
AL,2011,13,9,41.822,12,262.58
AL,2011,14,39,59.564,20,373.953
AL,2011,14.5,487,13.935,6153,45.244
AL,2011,15,28,109.425,27,635.917
AL,2011,16,25,251.788,20,1316.367
AL,2011,17,9,394.777,16,2969.256
AL,2011,18,0,0,11,6236.749
AL,2011,19,0,0,9,12263.283
AL,2011,20,0,0,2,22087.432
AL,2011,21,0,0,0,0
AL,2011,22,0,0,0,0
AL,2011,23,549,34.387,6238,95.261
AL,2010,1,20,0.4,390,2.061
AL,2010,2,29,1.411,375,9.098
AL,2010,3,62,3.001,1067,18.118
AL,2010,4,59,4.772,1013,29.927
AL,2010,5,51,6.959,896,41.77
AL,2010,6,45,9.01,696,53.552
AL,2010,6.5,266,4.867,4437,29.262
AL,2010,7,28,10.861,525,65.408
AL,2010,8,28,13.352,482,79.801
AL,2010,8.5,322,6.119,5444,37.3
AL,2010,9,47,16.715,407,102.887
AL,2010,10,20,21.523,148,133.837
AL,2010,11,13,25.006,64,163.163
AL,2010,12,18,32.657,50,199.902
AL,2010,13,16,40.54,23,262.872
AL,2010,14,32,64.39,18,383.197
AL,2010,14.5,468,14.169,6154,48.177
AL,2010,15,30,109.573,22,688.173
AL,2010,16,16,270.044,23,1302.995
AL,2010,17,6,368.687,16,2846.223
AL,2010,18,0,0,11,6288.18
AL,2010,19,0,0,9,12510.471
AL,2010,20,0,0,4,23299.211
AL,2010,21,0,0,0,0
AL,2010,22,0,0,0,0
AL,2010,23,520,29.37,6239,106.646
AL,2009,1,24,0.453,372,2.147
AL,2009,2,21,1.34,343,9.132
AL,2009,3,64,2.914,977,18.067
AL,2009,4,61,4.888,948,29.941
AL,2009,5,45,6.827,869,41.885
AL,2009,6,37,8.826,681,53.675
AL,2009,6.5,252,4.682,4190,29.622
AL,2009,7,35,10.647,516,65.654
AL,2009,8,27,12.618,568,80.392
AL,2009,8.5,314,6.056,5274,38.73
AL,2009,9,42,16.712,446,102.376
AL,2009,10,25,21.824,184,132.398
AL,2009,11,12,25.361,78,163.511
AL,2009,12,17,30.955,58,206.217
AL,2009,13,9,39.869,24,266.061
AL,2009,14,36,62.736,26,386.675
AL,2009,14.5,455,14.507,6090,51.537
AL,2009,15,29,129.674,20,721.735
AL,2009,16,14,266.968,22,1203.389
AL,2009,17,4,349.561,15,2855.421
AL,2009,18,0,0,9,5622.077
AL,2009,19,0,0,12,12542.713
AL,2009,20,0,0,4,24975.386
AL,2009,21,0,0,0,0
AL,2009,22,0,0,0,0
AL,2009,23,502,29.319,6172,114.145
AL,2008,1,18,0.589,322,2.626
AL,2008,2,22,1.344,312,9.042
AL,2008,3,49,2.953,846,18.075
AL,2008,4,64,4.846,907,29.827
AL,2008,5,46,6.883,778,41.9
AL,2008,6,39,8.648,694,53.834
AL,2008,6.5,238,4.9,3859,30.288
AL,2008,7,27,10.448,580,65.921
AL,2008,8,37,13.123,529,80.578
AL,2008,8.5,302,6.414,4968,39.924
AL,2008,9,42,17.295,525,103.102
AL,2008,10,24,21.715,225,132.42
AL,2008,11,17,25.091,105,160.751
AL,2008,12,18,30.851,64,206.54
AL,2008,13,17,40.694,28,263.693
AL,2008,14,29,64.158,41,355.879
AL,2008,14.5,449,15.02,5956,55.668
AL,2008,15,25,120.96,21,716.316
AL,2008,16,18,248.382,21,1183.84
AL,2008,17,5,386.027,16,2726.172
AL,2008,18,0,0,10,5151.122
AL,2008,19,0,0,13,13919.942
AL,2008,20,0,0,4,28814.48
AL,2008,21,0,0,0,0
AL,2008,22,0,0,0,0
AL,2008,23,497,31.845,6041,127.954
AL,2007,1,27,0.386,299,2.553
AL,2007,2,21,1.443,294,9.178
AL,2007,3,43,2.985,758,18.175
AL,2007,4,51,4.761,802,29.831
AL,2007,5,54,6.871,715,41.651
AL,2007,6,37,8.931,605,53.92
AL,2007,6.5,233,4.874,3473,30.11
AL,2007,7,26,10.26,540,65.783
AL,2007,8,34,13.346,596,80.286
AL,2007,8.5,293,6.355,4609,40.972
AL,2007,9,39,16.593,555,103.379
AL,2007,10,25,20.876,253,132.635
AL,2007,11,14,27.575,120,162.749
AL,2007,12,21,29.692,89,200.676
AL,2007,13,16,38.711,34,264.234
AL,2007,14,26,66.649,36,396.746
AL,2007,14.5,434,14.791,5696,59.758
AL,2007,15,25,121.443,26,696.545
AL,2007,16,20,245.924,25,1349.077
AL,2007,17,2,335.29,15,2419.227
AL,2007,18,0,0,11,6241.34
AL,2007,19,0,0,11,15442.554
AL,2007,20,0,0,4,25282.382
AL,2007,21,0,0,1,42586.945
AL,2007,22,0,0,0,0
AL,2007,23,481,30.087,5789,140.313
AL,2006,1,31,0.368,310,2.568
AL,2006,2,20,1.37,276,8.938
AL,2006,3,42,2.808,644,18.215
AL,2006,4,56,4.774,717,30.05
AL,2006,5,40,6.789,608,41.563
AL,2006,6,44,8.754,519,53.705
AL,2006,6.5,233,4.702,3074,29.937
AL,2006,7,38,10.625,491,65.929
AL,2006,8,28,12.774,579,80.451
AL,2006,8.5,299,6.24,4144,41.652
AL,2006,9,49,16.723,557,103.197
AL,2006,10,24,21.139,315,132.494
AL,2006,11,14,25.736,167,163.176
AL,2006,12,17,32.999,116,204.057
AL,2006,13,9,38.425,41,262.869
AL,2006,14,26,61.276,31,379.698
AL,2006,14.5,438,13.873,5371,64.306
AL,2006,15,24,125.741,25,743.695
AL,2006,16,18,238.718,24,1335.537
AL,2006,17,5,350.716,26,2496.128
AL,2006,18,0,0,8,6474.358
AL,2006,19,0,0,9,14686.679
AL,2006,20,0,0,7,23599.822
AL,2006,21,0,0,1,46218.477
AL,2006,22,0,0,0,0
AL,2006,23,485,30.997,5471,159.125
AL,2005,1,26,0.461,228,2.314
AL,2005,2,12,1.462,228,9.205
AL,2005,3,56,2.954,583,18.182
AL,2005,4,60,4.868,637,30.031
AL,2005,5,45,6.847,521,41.732
AL,2005,6,52,8.592,477,53.698
AL,2005,6.5,251,4.937,2674,30.559
AL,2005,7,52,10.685,445,65.772
AL,2005,8,34,13.203,507,80.256
AL,2005,8.5,337,6.621,3626,42.199
AL,2005,9,49,16.671,612,103.231
AL,2005,10,23,21.831,349,133.04
AL,2005,11,20,24.705,168,162.287
AL,2005,12,17,31.479,173,201.676
AL,2005,13,10,41.247,40,272.339
AL,2005,14,22,59.209,33,378.808
AL,2005,14.5,478,13.647,5001,69.971
AL,2005,15,20,126.319,15,670.977
AL,2005,16,21,243.61,20,1418.329
AL,2005,17,6,345.024,24,2346.574
AL,2005,18,0,0,13,6445.389
AL,2005,19,0,0,7,14162.745
AL,2005,20,0,0,8,24726.976
AL,2005,21,0,0,1,46738.063
AL,2005,22,0,0,0,0
AL,2005,23,525,32.029,5089,175.478
AL,2004,1,25,0.461,179,2.721
AL,2004,2,12,1.349,202,9.125
AL,2004,3,46,2.91,481,17.983
AL,2004,4,61,4.977,529,29.731
AL,2004,5,54,6.907,468,41.663
AL,2004,6,42,8.988,443,54.203
AL,2004,6.5,240,5.138,2302,31.281
AL,2004,7,31,10.808,380,65.749
AL,2004,8,26,13.059,466,80.602
AL,2004,8.5,297,6.467,3148,43.211
AL,2004,9,47,16.672,570,103.729
AL,2004,10,31,20.82,387,133.655
AL,2004,11,18,25.966,214,163.125
AL,2004,12,18,31.086,220,203.234
AL,2004,13,15,39.464,61,259.007
AL,2004,14,20,55.07,44,368.058
AL,2004,14.5,446,13.515,4644,77.833
AL,2004,15,19,119.062,33,717.29
AL,2004,16,22,218.321,13,1546.859
AL,2004,17,3,492.628,29,2430.865
AL,2004,18,0,0,9,6425.389
AL,2004,19,0,0,12,13783.725
AL,2004,20,0,0,6,25164.934
AL,2004,21,0,0,2,48134.684
AL,2004,22,0,0,0,0
AL,2004,23,490,27.879,4748,201.962
AL,2003,1,21,0.494,157,2.338
AL,2003,2,13,1.26,169,9.17
AL,2003,3,36,3.062,400,18.046
AL,2003,4,54,4.973,450,30.045
AL,2003,5,55,6.94,450,41.773
AL,2003,6,38,8.707,405,53.842
AL,2003,6.5,217,5.218,2031,31.884
AL,2003,7,35,10.698,369,65.819
AL,2003,8,37,13.189,431,80.629
AL,2003,8.5,289,6.926,2831,44.031
AL,2003,9,37,17.221,527,103.607
AL,2003,10,28,21.852,375,134.13
AL,2003,11,28,26.052,211,163.904
AL,2003,12,19,31.917,227,204.361
AL,2003,13,18,40.096,80,264.574
AL,2003,14,25,57.18,66,368.298
AL,2003,14.5,444,15.162,4317,82.631
AL,2003,15,12,115.883,33,730.956
AL,2003,16,16,229.107,9,1268.233
AL,2003,17,5,486.313,32,2377.636
AL,2003,18,0,0,13,5642.544
AL,2003,19,0,0,11,13380.908
AL,2003,20,0,0,8,27172.648
AL,2003,21,0,0,2,55353.895
AL,2003,22,0,0,0,0
AL,2003,23,477,29.576,4425,235.903
AL,2002,1,13,0.347,151,2.518
AL,2002,2,19,1.347,146,9.263
AL,2002,3,36,2.968,366,18.357
AL,2002,4,48,4.989,415,30.04
AL,2002,5,53,6.76,394,41.99
AL,2002,6,43,8.666,333,53.837
AL,2002,6.5,212,5.336,1805,31.418
AL,2002,7,28,10.717,328,65.747
AL,2002,8,46,12.921,401,80.504
AL,2002,8.5,286,7.123,2534,43.944
AL,2002,9,34,16.967,475,104.13
AL,2002,10,23,21.966,314,134.108
AL,2002,11,25,26.409,230,163.155
AL,2002,12,32,33.199,223,205.419
AL,2002,13,16,40.614,101,263.882
AL,2002,14,27,58.177,82,368.02
AL,2002,14.5,443,16.068,3959,87.039
AL,2002,15,11,104.504,30,751.924
AL,2002,16,21,214.569,17,1426.448
AL,2002,17,5,422.199,20,2552.492
AL,2002,18,2,613.136,14,5037.946
AL,2002,19,0,0,13,12868.433
AL,2002,20,0,0,8,26741.608
AL,2002,21,0,0,2,43083.452
AL,2002,22,0,0,1,77575.447
AL,2002,23,482,32.727,4064,259.521
AL,2001,1,19,0.496,135,2.73
AL,2001,2,20,1.392,124,8.824
AL,2001,3,35,3.019,344,18.149
AL,2001,4,51,4.983,341,29.935
AL,2001,5,46,6.908,399,41.779
AL,2001,6,47,8.679,317,54.108
AL,2001,6.5,218,5.208,1660,31.661
AL,2001,7,29,11.022,329,65.399
AL,2001,8,41,12.964,393,80.672
AL,2001,8.5,288,6.856,2382,44.786
AL,2001,9,35,16.875,432,103.752
AL,2001,10,32,21.974,274,133.371
AL,2001,11,21,26.574,193,163.86
AL,2001,12,39,33.392,225,204.641
AL,2001,13,14,40.099,112,268.208
AL,2001,14,32,62.124,96,356.964
AL,2001,14.5,461,16.74,3714,89.713
AL,2001,15,16,111.604,32,766.276
AL,2001,16,14,203.281,25,1390.569
AL,2001,17,7,455.081,16,2431.803
AL,2001,18,2,635.227,20,5522.448
AL,2001,19,0,0,10,15253.804
AL,2001,20,0,0,6,26873.301
AL,2001,21,0,0,3,47044.612
AL,2001,22,0,0,1,76708.435
AL,2001,23,500,33.417,3827,278.163
AL,2000,1,25,0.295,151,2.762
AL,2000,2,17,1.408,128,9.129
AL,2000,3,29,3.072,301,18.188
AL,2000,4,49,4.879,319,29.83
AL,2000,5,56,6.904,293,41.891
AL,2000,6,52,8.856,305,54.019
AL,2000,6.5,228,5.365,1497,30.759
AL,2000,7,26,10.998,314,65.817
AL,2000,8,36,13.096,361,81.14
AL,2000,8.5,290,6.818,2172,44.536
AL,2000,9,41,16.968,437,103.604
AL,2000,10,28,22.032,253,133.138
AL,2000,11,23,26.931,202,164.328
AL,2000,12,33,33.826,199,205.109
AL,2000,13,18,40.984,108,266.253
AL,2000,14,42,60.872,128,374.11
AL,2000,14.5,475,17.646,3499,94.013
AL,2000,15,17,111.324,35,735.889
AL,2000,16,13,223.333,24,1533.934
AL,2000,17,6,504.295,20,2499.939
AL,2000,18,3,745.175,17,4801.424
AL,2000,19,0,0,13,13550.456
AL,2000,20,0,0,7,25606.645
AL,2000,21,0,0,3,41293.712
AL,2000,22,0,0,1,82662.197
AL,2000,23,514,35.985,3619,300.693
AR,2023,1,224,0.528,398,3.24
AR,2023,2,211,1.486,506,9.129
AR,2023,3,294,2.865,953,17.866
AR,2023,4,203,4.736,716,29.554
AR,2023,5,106,6.397,578,41.463
AR,2023,6,92,7.934,446,53.075
AR,2023,6.5,1130,3.314,3597,25.745
AR,2023,7,43,9.733,389,65.18
AR,2023,8,34,12.937,559,80.291
AR,2023,8.5,1207,3.838,4545,35.948
AR,2023,9,44,16.185,856,104.608
AR,2023,10,29,21.383,911,134.87
AR,2023,11,12,27.344,878,164.989
AR,2023,12,16,32.419,1249,206.801
AR,2023,13,12,44.991,517,266.163
AR,2023,14,26,69.633,358,360.978
AR,2023,14.5,1346,6.955,9314,112.845
AR,2023,15,1,182.626,23,788.649
AR,2023,16,2,179.133,7,1607.99
AR,2023,17,3,341.448,1,2949.647
AR,2023,18,0,0,0,0
AR,2023,19,0,0,1,14340.097
AR,2023,20,0,0,0,0
AR,2023,21,0,0,0,0
AR,2023,22,0,0,0,0
AR,2023,23,1352,8.19,9346,115.896
AR,2022,1,348,0.497,403,3.298
AR,2022,2,235,1.467,460,9.1
AR,2022,3,339,2.876,965,17.736
AR,2022,4,229,4.689,722,29.559
AR,2022,5,122,6.411,549,41.309
AR,2022,6,77,8.339,444,53.369
AR,2022,6.5,1350,3.008,3543,25.654
AR,2022,7,65,9.988,379,64.81
AR,2022,8,46,12.504,517,80.432
AR,2022,8.5,1461,3.635,4439,35.45
AR,2022,9,54,15.687,792,104.709
AR,2022,10,25,21.73,764,134.579
AR,2022,11,15,26.843,863,164.485
AR,2022,12,17,35.449,1310,207.071
AR,2022,13,6,45.444,673,265.748
AR,2022,14,26,66.161,510,364.774
AR,2022,14.5,1604,6.175,9351,120.239
AR,2022,15,2,134.584,27,758.118
AR,2022,16,2,184.874,5,1540.872
AR,2022,17,3,350.728,2,3273.946
AR,2022,18,0,0,0,0
AR,2022,19,0,0,0,0
AR,2022,20,0,0,0,0
AR,2022,21,0,0,0,0
AR,2022,22,0,0,0,0
AR,2022,23,1611,7.28,9385,122.673
AR,2021,1,366,0.471,369,3.153
AR,2021,2,240,1.503,454,9.049
AR,2021,3,315,2.869,952,17.818
AR,2021,4,195,4.683,729,29.371
AR,2021,5,130,6.753,527,41.204
AR,2021,6,79,8.046,436,53.31
AR,2021,6.5,1325,2.953,3467,25.704
AR,2021,7,61,10.011,380,64.604
AR,2021,8,46,11.828,458,79.747
AR,2021,8.5,1432,3.545,4305,34.962
AR,2021,9,58,16.329,720,104.396
AR,2021,10,27,21.632,693,134.573
AR,2021,11,17,26.469,728,165.111
AR,2021,12,16,33.921,1312,207.724
AR,2021,13,11,44.407,818,266.597
AR,2021,14,19,64.357,717,371.828
AR,2021,14.5,1580,5.914,9293,129.096
AR,2021,15,2,128.9,33,790.332
AR,2021,16,2,173.626,3,1260.24
AR,2021,17,2,355.44,0,0
AR,2021,18,0,0,1,2747.584
AR,2021,19,0,0,0,0
AR,2021,20,0,0,0,0
AR,2021,21,0,0,0,0
AR,2021,22,0,0,0,0
AR,2021,23,1586,6.742,9330,131.953
AR,2020,1,391,0.477,450,3.013
AR,2020,2,270,1.452,476,8.888
AR,2020,3,340,2.854,924,17.712
AR,2020,4,208,4.858,719,29.191
AR,2020,5,116,6.566,527,41.5
AR,2020,6,76,8.302,412,53.702
AR,2020,6.5,1401,2.838,3508,24.921
AR,2020,7,76,9.655,360,64.404
AR,2020,8,45,11.911,424,79.727
AR,2020,8.5,1522,3.455,4292,33.685
AR,2020,9,62,16.018,683,104.495
AR,2020,10,25,21.458,646,135.016
AR,2020,11,21,27.727,635,164.754
AR,2020,12,9,34.885,1187,209.263
AR,2020,13,12,43.999,838,268.422
AR,2020,14,15,60.93,1027,375.28
AR,2020,14.5,1666,5.538,9308,136.618
AR,2020,15,3,151.608,49,805.969
AR,2020,16,1,140.648,4,1297.279
AR,2020,17,3,389.639,1,4565.387
AR,2020,18,0,0,1,7884.452
AR,2020,19,0,0,3,16183.591
AR,2020,20,0,0,1,21995.29
AR,2020,21,0,0,0,0
AR,2020,22,0,0,0,0
AR,2020,23,1673,6.611,9367,141.365
AR,2019,1,363,0.483,446,3.137
AR,2019,2,263,1.479,527,8.914
AR,2019,3,367,2.885,963,17.814
AR,2019,4,226,4.815,689,29.624
AR,2019,5,142,6.709,470,41.413
AR,2019,6,97,8.448,409,53.464
AR,2019,6.5,1458,3.102,3504,24.362
AR,2019,7,72,10.024,320,65.441
AR,2019,8,58,11.984,439,79.709
AR,2019,8.5,1588,3.748,4263,33.208
AR,2019,9,71,15.792,648,103.919
AR,2019,10,28,20.747,620,134.468
AR,2019,11,21,26.048,622,164.002
AR,2019,12,20,34.571,1087,208.688
AR,2019,13,6,44.244,798,268.526
AR,2019,14,23,61.886,1357,386.06
AR,2019,14.5,1757,6.019,9395,145.392
AR,2019,15,2,116.963,76,749.055
AR,2019,16,3,205.751,13,1515.832
AR,2019,17,1,485.236,0,0
AR,2019,18,1,425.26,1,3099.014
AR,2019,19,0,0,0,0
AR,2019,20,0,0,0,0
AR,2019,21,0,0,0,0
AR,2019,22,0,0,0,0
AR,2019,23,1764,7.014,9485,152.469
AR,2018,1,387,0.473,361,3.151
AR,2018,2,250,1.48,460,9.013
AR,2018,3,333,2.879,950,17.61
